48:3.16228 141:2.82843
13680:9.21954 13761:7.81025
13787:4.47214 13829:7.07107
13886:5.09902 13902:3.16228
13692:2.23607 13995:6.08276
13804:1.41421 13922:4.24264
13693:2.82843 13857:2.23607
13780:8.06226 13880:3.16228
13789:3.16228 13976:3.60555
13765:9.84886 13977:10.7703
13803:3.16228 13872:4.47214
13693:2.82843 13857:3.60555
13712:11.6619 13754:3.16228
13699:3 13984:5.38516
13678:8.94427 13935:4
13787:9.48683 13816:7.07107
13829:10 13876:6.40312
13677:4.24264 13861:7.07107
13792:3.16228 13999:4
13839:4 13899:4.12311
13846:7.07107 13955:7.07107
13735:4.47214 13757:2
13929:11.4018 13989:9.84886
13800:3 13996:7.61577
13797:10.2956 13840:3
13833:4 13899:5
13797:7.81025 13838:3
13712:3.16228 13943:5.38516
13850:12.6491 13851:10.4403
13727:6.32456 13904:4.12311
13684:10.8167 13724:9.05539
13695:4.12311 13764:8
13708:9.05539 13834:7.07107
13803:12.6491 13992:6.32456
13716:5.09902 13849:2
13716:3.16228 13848:2
13698:7.07107 13700:12.53
13689:10.198 13842:10.4403
13805:7.07107 13859:11.6619
13722:10.0499 13955:5
13721:6.7082 13809:5
13869:4.24264 13972:3
13739:1 13884:2.23607
13820:2.23607 13825:3.60555
13694:3.16228 13914:5.38516
13779:10.2956 13852:11.6619
13927:6 13952:8
13687:2.23607 13831:7.07107
13912:6.32456 13928:5.38516
13787:12.1655 13905:2.23607
13908:8 13934:7
13765:5 13977:4.47214
13790:5 13995:2.23607
13802:2.23607 13879:6.7082
13740:2.23607 13914:3
13855:4.24264 13890:5.38516
13856:8.94427 13892:9.21954
13746:2.23607 13918:5.38516
13767:3.16228 13824:4.47214
13783:8.544 13930:5.09902
13804:4.47214 13922:2.82843
13706:4 13725:3.60555
13829:13.1529 13830:6.40312
13711:3 13769:3.16228
13734:6.08276 13990:11.4018
13802:8.94427 13867:6.7082
13780:6.08276 13821:3.16228
13768:9.84886 13947:6.40312
13724:5.38516 13916:2.23607
13906:5 13979:6.08276
13739:2.82843 13856:2.23607
13737:2.82843 13994:5.83095
13766:6.32456 13817:5.09902
13678:5.38516 13749:6.40312
13748:5.09902 13889:1.41421
13748:4 13888:1.41421
13855:8.06226 13869:5.38516
13731:6.32456 13915:7.07107
13739:7.2111 13856:7.81025
13771:8.94427 13985:3.60555
13735:1 13835:5
13680:8.544 13911:4
13782:17.1172 13931:14.1421
13742:8 13981:4
13801:11.1803 13950:2.23607
13833:4.12311 13839:5
13843:8.06226 13904:8
13990:2.23607 13991:2.82843
13747:5.38516 13817:3.16228
13983:1 13998:4
13727:5.38516 13843:4.12311
13787:10.0499 13863:2.23607
13883:5 13979:4.24264
13796:4.12311 13956:3.16228
13864:8 13951:3.16228
13743:14.0357 13975:9
13683:6 13843:9.84886
13895:4 13966:5
13862:6.32456 13928:1
13960:8.06226 13961:6
13740:4.47214 13868:3
13891:7.07107 13926:3.16228
13724:7.07107 13882:2.23607
13833:8.544 13925:6.32456
13871:5.38516 13973:4.12311
13711:7.28011 13877:7.07107
13827:7.81025 13984:8
13696:7.07107 13741:7.07107
13819:4.24264 13874:2.82843
13961:5 13982:6.7082
13731:3.60555 13946:1
13717:6.40312 13917:6.32456
13806:5.83095 13915:3.16228
13860:6 13952:2
13862:5.38516 13912:1
13705:5.09902 13989:5.38516
13691:8.24621 13873:5.09902
13782:5 13985:6.7082
13781:5.09902 13944:2.23607
13908:8.06226 13951:9.21954
13864:7 13993:4.47214
13678:5.65685 13828:4
13690:7.2111 13921:7.07107
13799:2.23607 13845:9.43398
13884:6.7082 13941:3.16228
13834:9.21954 13965:5.38516
13948:8.06226 13989:7
13884:5 13938:3.16228
13912:7.28011 13981:4.47214
13841:5.38516 13970:5.65685
13781:6.7082 13932:2.23607
13690:9.21954 13773:4.24264
13731:4.24264 13924:1
13768:4 13881:6.40312
13714:3.16228 13940:8.06226
13914:6.32456 13999:3.60555
13801:8.94427 13898:2.23607
13908:3.16228 13933:9.21954
13716:6.08276 13927:2
13736:2.82843 13775:3
13688:15.6525 13745:14.7648
13834:7.07107 13853:5
13796:2.23607 13907:3.16228
13693:10.2956 13779:10.0499
13737:5.83095 13994:8.24621
13744:11.1803 13852:13.6015
13907:10.8167 13913:8.06226
13913:6 13923:5
13715:4 13971:7.28011
13790:8 13866:6.40312
13763:4 13978:12
13922:11.1803 13939:5.38516
13774:6.40312 13911:5
13770:3.60555 13982:3
13813:1 13993:9
13833:6.7082 13839:9.21954
13704:2.23607 13943:5.65685
13715:7.28011 13891:7.07107
13714:5.83095 13855:3
13812:7 13918:4.12311
13786:5 13807:5.65685
13768:13.1529 13909:9
13752:1.41421 13789:1
13765:1 13865:4.47214
13801:9.21954 13964:12
13883:6.08276 13906:4.24264
13894:10.4403 13997:4.47214
13897:4 13942:4.47214
13770:2 13967:3
13903:1 13998:4.12311
13699:5.09902 13827:5.38516
13893:3.60555 13931:6.7082
13720:2 13933:9.21954
13707:2.23607 13778:3
13751:4.12311 13756:5.09902
13929:5.38516 13940:7
13901:2.23607 13991:5
13814:4.47214 13901:2.82843
13805:7.61577 13847:6.32456
13813:8 13934:4.47214
13737:5.83095 13885:5.83095
13790:5.09902 13866:2.23607
13786:4.47214 13807:4.12311
13735:8 13980:4.47214
13788:3 13903:4
13832:4 13949:3.60555
14015:2.23607 14143:1.41421
14063:2.82843 14148:2.82843
14010:3.16228 14101:3.60555
14041:2.82843 14079:2.23607
14007:1 14105:2
14061:1.41421 14141:1
14035:1 14056:1
14004:1 14087:2.23607
14034:1.41421 14154:1
14086:2.82843 14088:4
14089:2.23607 14101:3
14113:2 14165:2
14074:1 14174:1.41421
14100:2.23607 14161:4.47214
14049:1 14106:1.41421
14000:2.23607 14023:1.41421
14009:4.47214 14059:2.82843
14123:1.41421 14145:2.23607
14150:1 14156:2
14068:4.12311 14132:4.12311
14119:3 14126:3.60555
14154:1 14171:1
14057:1 14115:1.41421
14015:1.41421 14024:2
14071:2 14095:1.41421
14043:1.41421 14070:1
14039:1.41421 14110:1
14077:3 14081:1
14024:2.23607 14071:1
14076:2.23607 14097:3.16228
14040:1.41421 14056:1
14082:3.60555 14118:4.24264
14124:1 14142:1
14107:1.41421 14130:4.12311
14008:1.41421 14021:2
14006:1 14056:2
14044:1 14114:1
14105:3.16228 14134:1
14090:3.16228 14153:2.82843
14026:1.41421 14135:1.41421
14021:2 14030:1.41421
14005:1.41421 14145:1
14050:2 14160:5.38516
14025:1.41421 14070:2.23607
14036:1 14114:1.41421
14104:1.41421 14136:1
14132:2 14133:2
14126:2.23607 14142:2.82843
14138:1.41421 14156:1.41421
14014:1 14087:1
14042:2 14092:5
14085:1 14159:2.23607
14060:1.41421 14154:1.41421
14001:3 14063:2.23607
14082:3.60555 14113:3
14160:2.23607 14174:2.82843
14006:1 14030:1
14022:1 14102:2.23607
14061:4.12311 14127:2.23607
14016:2.82843 14088:2
14052:1.41421 14075:1
14005:1.41421 14141:1
14079:3 14119:2.23607
14053:2.23607 14083:2.23607
14152:1.41421 14159:1
14120:3.16228 14153:2.23607
14009:6 14086:4.47214
14022:2.82843 14115:1.41421
14001:3.60555 14019:4.12311
14026:2 14146:1.41421
14025:1 14043:2.23607
14024:2 14028:1
14152:3.16228 14170:1
14008:1.41421 14034:2
14012:1 14108:2
14060:1 14095:1.41421
14029:2.23607 14097:2.23607
14027:3 14081:3.16228
14116:1 14162:3
14003:2.23607 14172:2.23607
14097:1 14135:2
14027:1 14077:3.16228
14118:1 14168:2.23607
14144:2 14155:2
14018:2.82843 14166:2.23607
14051:1 14168:2.23607
14009:2.82843 14016:4.47214
14014:2 14049:1
14059:2 14114:3
14010:2.23607 14101:1.41421
14038:3.16228 14153:1.41421
14034:4.12311 14171:3.16228
14050:5 14129:5
14002:4.12311 14101:4.47214
14096:1 14138:2.23607
14024:1.41421 14075:1.41421
14094:1 14146:1.41421
14076:2.23607 14080:1
14149:2 14152:1.41421
14151:5 14164:3.16228
14013:2.23607 14161:2.23607
14010:3 14089:1.41421
14022:2 14162:1.41421
14064:2 14159:2.23607
14056:1.41421 14106:1
14004:2 14007:2.23607
14014:1.41421 14104:1
14033:1.41421 14130:3
14012:2.23607 14074:2
14026:3.16228 14039:2
14026:1 14039:2.23607
14124:5.09902 14131:5
14018:3.16228 14084:3.16228
14011:2 14054:3
14036:1 14044:1.41421
14022:1.41421 14067:1.41421
14078:1 14162:2
14100:5.38516 14161:3.16228
14082:1 14168:2
14061:2.23607 14141:1.41421
14046:3.60555 14065:3.16228
14046:3.60555 14132:2.23607
14131:2.23607 14160:2.23607
14017:1.41421 14145:2.23607
14032:1 14142:2
14099:5.83095 14151:3
14047:2.23607 14167:2.82843
14058:2.23607 14072:4.12311
14043:3.60555 14094:3.16228
14022:4.24264 14057:3.60555
14036:1 14114:1.41421
14122:2.23607 14147:2.23607
14046:2 14121:2.23607
14046:2 14132:2.82843
14037:1 14105:3.60555
14026:2 14039:1.41421
14006:2 14045:1
14082:3.16228 14118:2.23607
14048:1.41421 14094:2.23607
14004:2 14105:2.82843
14032:2 14124:2.23607
14005:1 14061:1
14032:1 14124:2
14000:1.41421 14167:3
14063:2.23607 14083:2
14017:2.23607 14041:1
14069:1.41421 14096:1.41421
14122:3.16228 14131:2.23607
14001:2.82843 14151:3
14098:2 14152:3.16228
14018:1 14156:1
14125:3 14148:3
14064:1.41421 14098:1.41421
14065:2.23607 14090:1.41421
14008:1 14021:1
14063:3.60555 14083:2
14048:1.41421 14150:1
14012:4.12311 14055:3.60555
14027:3.16228 14032:3
14051:2.23607 14064:1
14055:2.23607 14122:2.23607
14100:2.23607 14117:3.16228
14102:1.41421 14116:2
14127:4.47214 14149:4.12311
14099:3.16228 14144:5
14011:2 14051:2.23607
14084:2.23607 14106:2
14108:2.82843 14126:2.82843
14085:2.23607 14118:2
14000:4.12311 14015:4.24264
14072:1 14152:2.23607
14021:1 14154:2
14079:2.23607 14095:2.23607
14098:3 14103:2.23607
14012:1.41421 14074:2.23607
14244:5 14255:6.32456
14204:9.89949 14220:9.43398
14286:1 14293:5.09902
14232:5.09902 14394:2
14343:7.07107 14364:7.2111
14364:6.40312 14397:4.47214
14283:3 14296:3.16228
14305:7.07107 14337:3
14332:6.32456 14336:8.06226
14188:4.47214 14261:3.60555
14301:9.05539 14329:6.32456
14241:3.16228 14268:1
14287:3.16228 14348:3.60555
14184:4.47214 14261:4.12311
14312:5.09902 14393:3.16228
14186:3.60555 14250:2
14217:6.40312 14235:5.83095
14341:5 14392:6.08276
14280:2.23607 14289:5.38516
14228:7 14259:1.41421
14338:4.12311 14382:6.08276
14189:5.83095 14393:8.48528
14192:9.84886 14292:9.84886
14330:7.07107 14354:3.16228
14201:5 14263:4.12311
14273:3.16228 14313:4.12311
14199:5 14263:8.94427
14220:3.60555 14331:1.41421
14285:6.40312 14322:7.28011
14176:9.89949 14395:10.6301
14389:2.82843 14395:3.60555
14241:3.60555 14300:4
14303:3 14319:3.16228
14178:8 14246:7.81025
14240:8.48528 14304:8.94427
14339:2.23607 14368:5.83095
14205:10.0499 14390:4.12311
14234:1.41421 14374:2.23607
14343:4 14386:4.24264
14290:1 14305:4.12311
14231:2.23607 14248:2
14218:7.07107 14397:6.08276
14218:6.40312 14235:1
14235:5.83095 14397:6.08276
14177:10.6301 14299:4
14202:3.60555 14331:4.12311
14335:1 14386:3.60555
14270:3.60555 14324:2
14283:4.12311 14360:2.82843
14245:5 14252:3.60555
14278:3.16228 14314:8.60233
14282:5 14345:4.12311
14254:3.60555 14381:4
14194:7 14259:6.08276
14375:5 14380:3.60555
14255:4.24264 14388:2
14215:2.23607 14248:2.23607
14178:5.09902 14367:5
14314:7 14361:4.47214
14212:1.41421 14374:1
14191:5.83095 14217:1
14336:6.7082 14376:5.65685
14258:5.83095 14340:1.41421
14183:12.083 14271:12.7279
14247:10 14284:11.7047
14301:4.24264 14329:7.2111
14186:3.16228 14268:2.23607
14292:2.23607 14344:2.23607
14328:2 14382:2.82843
14175:5 14266:5.38516
14224:5 14252:6
14389:3.60555 14394:5
14274:9.21954 14349:9
14215:2 14231:2.23607
14288:4.12311 14333:5.09902
14186:5.38516 14190:2
14327:1.41421 14335:6
14224:3.60555 14245:6
14336:4.24264 14385:2.23607
14227:3.60555 14381:2.23607
14230:4.24264 14388:3.16228
14344:5.83095 14384:5.65685
14267:4.24264 14373:1
14237:5.83095 14340:6.32456
14194:1.41421 14228:6.08276
14315:1 14388:4
14184:3.60555 14188:4.12311
14210:11.0454 14339:12.0416
14302:1 14316:2
14291:3.16228 14356:5.09902
14187:7.07107 14264:8.24621
14175:10.2956 14244:5.38516
14257:4.24264 14373:5
14186:1 14241:2.23607
14242:5 14344:3.16228
14222:3.60555 14293:4.47214
14214:10 14305:8.06226
14383:6.40312 14390:7.28011
14200:3.16228 14313:1
14323:2.82843 14349:6.32456
14284:1 14311:5.83095
14277:5.83095 14318:4.24264
14312:2 14393:4
14225:3.16228 14352:7.28011
14181:5 14296:6.7082
14193:2.23607 14289:4
14188:8 14370:8.06226
14226:5 14345:1.41421
14296:1 14360:2.23607
14275:1 14311:5
14203:6.40312 14339:8.24621
14177:1 14293:5.38516
14187:3.16228 14348:1
14249:4.12311 14384:6.40312
14280:4 14325:2
14214:1 14305:5.09902
14264:3.16228 14356:6.32456
14242:2.23607 14344:4.24264
14222:4.12311 14324:4.12311
14330:1.41421 14383:5.38516
14286:5.65685 14293:6.08276
14181:3.16228 14283:1
14356:1 14364:5.83095
14201:12.3693 14377:1
14177:8.06226 14219:4
14206:4 14241:3.60555
14240:4.24264 14329:3.16228
14263:1 14316:1
14207:3 14319:1
14280:6.40312 14346:3.60555
14214:4.12311 14337:4.12311
14323:6.7082 14361:7.07107
14347:1 14350:7
14365:2 14396:1.41421
14196:11.1803 14219:11
14372:5.09902 14378:8
14275:5.83095 14284:5
14277:2 14393:4.47214
14200:4.12311 14273:1
14225:8.60233 14233:7
14260:1 14354:4
14263:2 14302:1
14308:4 14365:2
14276:4.24264 14373:7.81025
14207:3.16228 14303:1
14353:1.41421 14368:2.82843
14367:7.81025 14369:3.60555
14193:5.38516 14280:7.2111
14274:2.82843 14361:6.40312
14222:2 14293:4.12311
14280:4.47214 14289:2
14286:5.38516 14295:6.08276
14207:6.08276 14251:1.41421
14243:2 14391:2.82843
14185:6.32456 14301:3.16228
14294:1.41421 14383:5
14202:1.41421 14220:4.12311
14183:6.32456 14236:9.05539
14341:4.12311 14371:2
14320:4.24264 14398:5
14221:1 14386:4.24264
14253:4.24264 14385:4.12311
14182:3 14305:4.12311
14195:4.12311 14382:2.82843
14210:2.23607 14228:7
14237:1.41421 14258:6.32456
14333:4.12311 14371:4.12311
14199:6.08276 14385:4.24264
14179:7.07107 14213:4
14242:2.23607 14269:3.16228
14226:4.12311 14282:1.41421
14304:3.60555 14396:7.07107
14307:1 14350:6
14187:3.60555 14287:1
14237:6.40312 14274:6.32456
14347:6 14362:5.38516
14190:7.81025 14250:6.7082
14215:6.32456 14231:7
14320:1.41421 14368:3.16228
14198:3.16228 14315:4
14359:3.16228 14381:6.08276
14264:5.09902 14297:1
14270:5.09902 14366:5
14330:7.61577 14383:6.7082
14355:3.16228 14381:3
14223:2.82843 14283:2.23607
14233:4.47214 14323:6.40312
14350:5.38516 14367:5.65685
14205:12.8062 14395:9.21954
14297:5.83095 14397:3
14308:2 14317:2
14227:4.24264 14357:5
14232:5 14369:4.24264
14320:2.82843 14353:3.16228
14321:3.60555 14367:4.24264
14231:7.07107 14281:8.06226
14333:2 14392:3.60555
14310:5.09902 14378:3.16228
14257:1 14393:3.60555
14212:2.23607 14234:1
14229:5 14380:2
14236:5.65685 14253:6.40312
14201:12.1655 14298:1
14372:3.16228 14392:6.08276
14353:3.16228 14391:1
14229:3.60555 14375:2
14254:2.23607 14359:3
14243:2.82843 14338:2.82843
14294:5.38516 14330:5
14223:6.40312 14256:5.65685
14253:2.23607 14336:4.12311
14213:4.24264 14221:3.60555
14294:5.83095 14330:6.32456
14230:2 14255:3.16228
14205:2.82843 14246:3.60555
14211:4.12311 14272:7.28011
14328:2.82843 14379:1
14341:4.47214 14371:3.60555
14189:3.16228 14373:3.60555
14178:2 14246:5
14205:3.60555 14389:5
14308:1.41421 14365:3.16228
14180:4.47214 14364:3
14379:3.60555 14391:2.82843
14270:7.61577 14357:6.32456
14502:2.82843 14529:5
14423:8.24621 14464:9
14410:2 14533:2.23607
14482:2.23607 14589:9.84886
14459:6.08276 14670:4.47214
14544:8.06226 14615:10.0499
14551:4.47214 14594:5.65685
14632:3.16228 14672:2
14634:6.08276 14658:4.47214
14419:7 14547:4.12311
14469:1.41421 14533:1
14442:9.21954 14627:9.21954
14543:3.16228 14594:1
14504:4.12311 14571:3.60555
14423:8.06226 14435:5.09902
14565:10.0499 14645:3.60555
14503:6.08276 14629:7.28011
14553:1 14578:3.60555
14427:6.7082 14612:7.07107
14547:3.16228 14580:5
14506:5 14508:7.07107
14516:4.12311 14639:5.83095
14447:2.23607 14593:3.16228
14414:8.06226 14435:8.06226
14445:5.83095 14549:8
14489:11.4018 14561:5.38516
14408:7.2111 14612:7.07107
14418:6.7082 14612:2.23607
14454:2.82843 14505:2.82843
14520:4.24264 14563:2.82843
14587:4 14590:3.60555
14619:4.24264 14662:2.23607
14488:5.09902 14588:5
14457:3.60555 14470:2.82843
14493:4.12311 14537:6.40312
14414:5.09902 14653:4.47214
14581:3.16228 14659:6.08276
14454:5.83095 14566:5.83095
14483:6 14634:9.21954
14502:5.83095 14529:3
14519:5 14556:2.23607
14482:9.89949 14616:7.81025
14411:9.21954 14646:3.16228
14625:2.82843 14658:2.23607
14512:5.09902 14520:9.48683
14424:5.83095 14549:4.24264
14622:6 14647:3.16228
14422:2.23607 14593:1
14584:1 14655:2
14467:5.09902 14479:5
14617:6.40312 14630:9.05539
14490:5.83095 14592:10.6301
14480:5.83095 14607:5.09902
14509:5.83095 14628:11.1803
14428:2.82843 14505:5.65685
14492:4.47214 14554:4.47214
14524:5.09902 14579:5.09902
14433:3.60555 14621:2.82843
14569:5.09902 14640:2.82843
14461:5 14670:3.60555
14560:6.32456 14642:4.24264
14459:5 14670:2.82843
14555:12.3693 14577:5.09902
14445:9.21954 14549:5
14401:9 14468:15.8114
14490:7.28011 14518:6.40312
14579:9.05539 14598:2
14449:5.09902 14479:3.60555
14511:3.16228 14530:3.16228
14410:1.41421 14550:1.41421
14433:2.82843 14457:5
14528:2.82843 14620:5.38516
14498:5.65685 14649:2.23607
14517:3.16228 14531:4.12311
14508:9.48683 14669:12.8062
14485:3.60555 14573:4.47214
14513:4.47214 14557:5.38516
14488:7.07107 14588:8.06226
14454:8.06226 14567:2.23607
14449:5 14467:3.60555
14452:5.83095 14632:7.07107
14536:19.105 14583:12.2066
14403:2.23607 14589:7.61577
14438:6 14634:7
14428:4.12311 14505:2.23607
14475:3.60555 14573:1
14429:4.47214 14563:2
14534:9.21954 14574:11.1803
14432:5.09902 14588:2.23607
14513:8.24621 14557:11.1803
14451:5.83095 14465:7.28011
14564:4 14644:6.32456
14455:4.47214 14554:2.82843
14434:4.12311 14537:3.16228
14461:9.21954 14469:9.05539
14624:5 14650:12.0416
14566:7.07107 14610:6.7082
14539:4.12311 14584:5.09902
14472:5.65685 14649:6.7082
14419:6.7082 14580:7.61577
14600:9.05539 14641:7.07107
14514:6.7082 14650:9.21954
14400:2.82843 14529:3.60555
14416:6.08276 14552:2.23607
14413:4.12311 14571:1.41421
14428:2.82843 14484:2.23607
14420:5 14508:10.4403
14431:5.38516 14662:6
14420:7.07107 14474:9.48683
14453:5.83095 14628:7.81025
14468:4.24264 14511:4
14468:3.16228 14530:2.82843
14444:5.09902 14654:5.38516
14476:4.47214 14557:3.60555
14501:6.7082 14521:11.1803
14458:7.61577 14640:5.09902
14421:4.12311 14527:3.16228
14473:3.16228 14673:3.16228
14465:6.40312 14586:5.83095
14440:5 14556:5.83095
14429:4.24264 14563:7.07107
14620:2.23607 14633:5.83095
14523:8.94427 14565:8.544
14522:8.94427 14599:10.198
14456:5.09902 14635:2.82843
14528:7.2111 14582:4.47214
14511:4.47214 14530:2
14516:3.16228 14643:4.12311
14471:2.82843 14582:6.32456
14439:3 14502:3.60555
14511:2.82843 14526:2
14473:4.12311 14517:7.28011
14541:2.23607 14674:5.83095
14402:2.23607 14410:1
14487:9.21954 14574:16.1245
14546:6.08276 14619:8
14583:10.2956 14609:6.7082
14493:3.16228 14576:3.16228
14568:6.7082 14637:8.06226
14497:4.12311 14655:4
14422:5.38516 14447:6
14532:2.23607 14674:4.12311
14420:13.1529 14669:6.08276
14412:3.16228 14594:3.60555
14405:8.06226 14613:6.32456
14621:3.16228 14664:4.24264
14535:6.08276 14619:2.23607
14409:4.12311 14419:3.16228
14603:4.47214 14668:4.12311
14445:4.24264 14463:5
14410:2 14469:1.41421
14406:4.47214 14649:6.08276
14416:7.61577 14503:2.23607
14417:1 14578:3.16228
14455:4.47214 14492:2.82843
14545:11 14577:7.28011
14440:2.23607 14519:5.83095
14476:5.38516 14513:3.60555
14596:2.23607 14633:5
14614:3.16228 14627:9.43398
14460:6.32456 14478:10
14425:5.38516 14476:9.84886
14566:2.23607 14610:2.82843
14429:2.82843 14486:2
14491:4 14641:3.16228
14522:8.544 14645:7.61577
14562:2.23607 14610:4.12311
14454:5.83095 14478:2.23607
14432:8.06226 14538:6.7082
14458:5.09902 14590:5
14432:5.38516 14667:9.05539
14413:3.60555 14504:1.41421
14592:5.83095 14608:1.41421
14475:4.47214 14485:1
14492:6.08276 14502:6.7082
14604:2.23607 14636:4
14493:6 14537:3.16228
14462:5.09902 14555:7.28011
14417:3.60555 14553:3.16228
14456:5.09902 14524:7.2111
14419:5 14461:6.40312
14436:3.16228 14659:8.06226
14525:4.47214 14618:5.65685
14536:10.2956 14538:9.21954
14448:1 14648:3
14614:8.06226 14663:1.41421
14518:5.83095 14578:8.24621
14590:2.23607 14661:1
14432:5 14488:2.23607
14422:7.2111 14482:7.61577
14587:2.23607 14661:2.82843
14412:16.2788 14498:11.6619
14572:5.83095 14608:5.65685
14422:3.16228 14447:1
14412:1 14543:3.60555
14603:7.07107 14638:7.61577
14558:2.23607 14633:7.2111
14510:5 14511:6.40312
14466:2 14579:9.05539
14562:5 14610:3.60555
14500:9.05539 14641:10
14475:6.32456 14655:5.65685
14472:7.2111 14623:5.09902
14548:4.47214 14668:3.60555
14575:2.23607 14636:3.60555
14491:10 14644:4.47214
14581:10.4403 14666:7.81025
14452:5.09902 14467:5.09902
14572:1.41421 14592:5.65685
14536:6.7082 14637:7.28011
14562:2.82843 14599:3.60555
14532:7.28011 14541:5.83095
14426:7.07107 14427:2.23607
14544:6.32456 14589:8.544
14559:3.16228 14663:7.81025
14613:9.48683 14653:10
14441:7.81025 14544:8.60233
14450:6.40312 14630:5
14571:5.38516 14582:5.65685
14431:4.24264 14546:2.23607
14471:5.38516 14521:2.23607
14457:2.82843 14664:2
14446:6 14647:7.61577
14602:5.09902 14665:3.16228
14495:5 14522:9.05539
14443:2.82843 14658:5
14517:9.84886 14673:6.7082
14411:9.21954 14559:9.43398
14484:7.81025 14509:7.81025
14402:2.23607 14533:3.16228
14450:9.05539 14617:5
14430:4.47214 14587:4.47214
14407:3.16228 14672:4.24264
14521:5.83095 14558:5
14443:3.16228 14658:2.23607
14456:7.07107 14524:2.82843
14575:4 14604:3.60555
14538:8.06226 14609:7.28011
14487:11.1803 14595:7.61577
14421:5.83095 14516:9.84886
14458:2.82843 14515:5.09902
14500:7.07107 14564:3.16228
14460:4.24264 14667:7.61577
14419:5.38516 14527:4.12311
14491:6.32456 14605:4.47214
14415:3.60555 14565:7.61577
14442:3.16228 14663:8.94427
14446:3.16228 14657:4.12311
14448:3.16228 14584:3
14472:2.23607 14551:6.08276
14495:12.0416 14501:9.21954
14526:5.09902 14530:5.09902
14654:5 14671:6.08276
14414:9.48683 14435:4.47214
14512:5.38516 14652:5
14448:2 14584:3
14560:10.4403 14570:10.0499
14446:6.40312 14647:4.12311
14443:2.23607 14634:2.23607
14436:6.08276 14660:7.61577
14436:8.544 14659:7.61577
14587:1 14590:2.82843
14431:2.23607 14619:5.38516
14585:1.41421 14614:7.81025
14545:4.24264 14621:2
14602:8 14623:3.16228
14606:7.81025 14659:8.06226
14460:7.2111 14488:7.28011
14548:4.12311 14603:3.60555
14474:12.8062 14542:6.08276
14459:3.60555 14461:2.82843
14520:9.43398 14652:6.08276
14407:2 14604:4.24264
14473:5.65685 14517:3.16228
14532:5.83095 14541:4.12311
14760:7.61577 14835:3
14925:8.06226 14948:4.24264
14735:4.12311 14809:5.38516
14770:8.60233 14816:8.48528
14906:7.07107 14993:11.4018
14872:7.07107 14998:7.81025
14864:6.08276 14941:11
14848:5.83095 14945:3
14877:7.07107 14922:3.16228
14762:7.28011 14898:10.198
14727:1 14822:3.60555
14912:5.38516 14986:5.83095
14862:7.2111 14934:6.40312
14799:9.43398 14836:5
14957:2.23607 14960:9.05539
14876:9.48683 14954:4.24264
14805:1.41421 14974:5
14850:7.61577 14859:2
14774:8.544 14870:7.61577
14702:17.72 14897:3
14708:1 14998:5.09902
14801:5.09902 14985:3.16228
14879:6.08276 14987:1.41421
14860:2.23607 14905:6
14795:8.544 14817:9.05539
14755:1 14971:3
14830:11 14982:9.43398
14765:5.09902 14982:10.6301
14880:6 14987:5.38516
14926:3.60555 14955:3.60555
14797:4 14965:4.47214
14788:4 14975:1
14711:3.16228 14912:7.2111
14695:1 14998:4.12311
14757:5.83095 14963:4
14687:8.06226 14862:3.60555
14686:9.21954 14707:3.16228
14884:6.32456 14915:4
14684:14.1421 14762:13
14781:3.16228 14855:2.82843
14767:9.89949 14921:2
14794:1.41421 14811:4
14964:7.2111 14968:8.60233
14730:4.12311 14801:6.7082
14800:2.23607 14974:3.16228
14770:2.82843 14857:2.23607
14895:11.4018 14918:4.47214
14825:7.2111 14874:7.07107
14840:3.16228 14882:6.08276
14748:6.40312 14939:5
14824:8.06226 14865:5
14701:13.4536 14782:8.60233
14685:1 14822:4.24264
14780:10.6301 14832:9.89949
14924:6.08276 14995:5.09902
14718:4.12311 14847:7.07107
14738:4 14823:12.0416
14712:7.07107 14884:7.07107
14698:8.48528 14905:6
14789:5.38516 14991:3.16228
14677:4.12311 14809:1.41421
14700:7.28011 14755:7.07107
14951:7.07107 14965:3.16228
14731:4 14823:12.3693
14875:5.65685 14898:3.16228
14901:6.7082 14932:6.7082
14743:8.48528 14819:8.24621
14773:7.07107 14969:14.2127
14788:4.12311 14874:5
14747:8.544 14796:9.48683
14711:13.4164 14773:10.8167
14844:3.60555 14969:4.12311
14796:6.08276 14928:6.08276
14724:6.40312 14939:8
14729:8.06226 14924:3.16228
14803:4 14966:14.3178
14837:1 14973:5.83095
14902:6.08276 14983:4.24264
14769:7.28011 14896:7.28011
14996:2.23607 14997:1
14700:1 14971:3.16228
14777:4.12311 14975:5
14709:5.83095 14891:8
14920:4.12311 14931:11.6619
14780:10 14848:8.06226
14675:7.61577 14835:10.4403
14868:7.2111 14917:8.60233
14684:7.28011 14847:4
14908:6.08276 14994:8
14890:10.0499 14914:9.43398
14702:5.09902 14982:6.7082
14858:13 14907:7.07107
14715:9.89949 14921:8.60233
14679:14.7648 14767:10.2956
14753:7.28011 14956:2
14720:2.82843 14857:3
14707:13.0384 14988:11.6619
14871:1 14976:8.24621
14742:7.07107 14745:10.8167
14870:1 14941:6.32456
14778:4.47214 14841:5.09902
14770:5.65685 14857:4.12311
14756:4.12311 14975:5.65685
14775:4.47214 14852:7.28011
14970:7.28011 14992:4.47214
14848:4.12311 14945:7.2111
14714:3.16228 14843:3.16228
14726:8.60233 14752:14
14891:1 14979:7
14929:3.16228 14936:3.16228
